steps_SNAKE_SD_LSTM overall_loss_SNAKE_SD_LSTM time_SNAKE_SD_LSTM relevant_loss_SNAKE_SD_LSTM
0039 0.032081857 0.017228126525878906 0.8824332935752408
0040 0.031818815 0.016884803771972656 0.876514701526184
0041 0.032033794 0.017369985580444336 0.8706786630985534
0042 0.03186799 0.01798415184020996 0.865035923582114
0043 0.031777434 0.016126155853271484 0.8596253083212018
0044 0.031718254 0.016607046127319336 0.8544364513046687
0045 0.031841956 0.015951871871948242 0.8496603408503416
0046 0.031603143 0.015524148941040039 0.8459562536051811
0047 0.03189182 0.01687479019165039 0.8421605067935811
0048 0.031877693 0.018550872802734375 0.839143324942939
0049 0.031634312 0.01956319808959961 0.8367734835038635
0050 0.03138427 0.01978015899658203 0.8352880798791583
0051 0.031568468 0.017724990844726562 0.8343796014249625
0052 0.031666502 0.018732070922851562 0.8340812131710502
0053 0.03147105 0.02032613754272461 0.8345629458403966
0054 0.031351935 0.018297672271728516 0.8350853082598662
0055 0.03152176 0.017550945281982422 0.8360436890522539
0056 0.031217538 0.019773006439208984 0.8375781132727145
0057 0.031426534 0.017583131790161133 0.838995106027941
0058 0.03100617 0.0169830322265625 0.8408686068498015
0059 0.03136297 0.016817331314086914 0.8427219432589537
0060 0.031376425 0.018076181411743164 0.84479164754877
0061 0.031272236 0.016627073287963867 0.8469909521622975
0062 0.031149354 0.02067399024963379 0.8490935069631507
0063 0.031093962 0.023623943328857422 0.8506140993719562
0064 0.031290326 0.02189016342163086 0.8526544073956973
0065 0.030989494 0.021542072296142578 0.8544365632961294
0066 0.031078564 0.018548011779785156 0.8555541098267447
0067 0.030856453 0.019389867782592773 0.8567452598064592
0068 0.0309106 0.01695394515991211 0.8577551053631292
0069 0.03097748 0.016993045806884766 0.858656116668224
0070 0.03097264 0.017122983932495117 0.8590082942638722
0071 0.030974662 0.016769886016845703 0.8595926470458584
0072 0.031058948 0.01727604866027832 0.8597791756674913
0073 0.030759191 0.01817798614501953 0.8599710345347387
0074 0.03093937 0.017041921615600586 0.8593816703969233
0075 0.030907826 0.01860523223876953 0.8592366943197296
0076 0.030621681 0.017222881317138672 0.8586262147781644
0077 0.030895896 0.015904903411865234 0.8578226966269393
0078 0.030809753 0.018349885940551758 0.8572214429741573
0079 0.031032559 0.020781993865966797 0.8564758488257063
0080 0.030951 0.019430875778198242 0.8557863176378113
0081 0.030785168 0.022773027420043945 0.855291515725612
0082 0.030620668 0.019511938095092773 0.8543465725710007
0083 0.030929131 0.019937992095947266 0.8531456603551175
0084 0.030775135 0.01941680908203125 0.8526057031920169
0085 0.030681238 0.01854705810546875 0.8515680662894594
0086 0.030597748 0.018599271774291992 0.8505805419259201
0087 0.030471576 0.01960587501525879 0.8499305503649133
0088 0.030837396 0.018903017044067383 0.8496209984884713
0089 0.030677084 0.016693830490112305 0.8482693643567152
0090 0.030457614 0.01672077178955078 0.8485605462307282
0091 0.030610658 0.018018007278442383 0.8483168800045873
0092 0.030437507 0.016004085540771484 0.8480556370617949
0093 0.030554121 0.015684843063354492 0.8479077356585907
0094 0.030725261 0.016444921493530273 0.8478103044227727
0095 0.030504411 0.0174560546875 0.8481696971067804
0096 0.030430656 0.019715070724487305 0.8484213867465881
0097 0.03038191 0.019769906997680664 0.8484753584745022
0098 0.030512078 0.020676851272583008 0.8483388653715991
0099 0.030220091 0.019085168838500977 0.8490287795673432
0100 0.030452242 0.02153491973876953 0.8494864537892655
0101 0.03033464 0.018592119216918945 0.8495540504553099
0102 0.030428736 0.02012324333190918 0.8495577827231767
0103 0.030300256 0.02129197120666504 0.8500372896578509
0104 0.030352712 0.018453121185302734 0.8499089539669541
0105 0.030326933 0.018257856369018555 0.8499548119699384
0106 0.030239532 0.02018880844116211 0.8499853933162532
0107 0.030159686 0.022418975830078125 0.8501383219534318
0108 0.030145539 0.02239513397216797 0.8503654077560747
0109 0.030261053 0.020953655242919922 0.8498426645199435
0110 0.030045638 0.019829988479614258 0.8497831640290073
0111 0.030246507 0.02183222770690918 0.8488841639594527
0112 0.030261949 0.0231931209564209 0.8490591470692734
0113 0.030300733 0.01862621307373047 0.8487602841642664
0114 0.030196307 0.018941879272460938 0.848374173894952
0115 0.02997964 0.02086186408996582 0.8478682216515263
0116 0.030173274 0.021155834197998047 0.8477594739146327
0117 0.030011121 0.017978191375732422 0.8472986923615602
0118 0.030111538 0.01882004737854004 0.8465603292302721
0119 0.029964834 0.020258665084838867 0.8461802648206105
0120 0.02996102 0.01629805564880371 0.845361192026619
0121 0.02993384 0.019309043884277344 0.8452117482791022
0122 0.029802 0.020422935485839844 0.8443393519462623
0123 0.030046334 0.017055988311767578 0.8435846387800174
0124 0.029928807 0.016035079956054688 0.8431357509205435
0125 0.029912133 0.021065950393676758 0.8429952100278186
0126 0.029825823 0.023986101150512695 0.8418722460872302
0127 0.029802918 0.019433975219726562 0.8420290644436089
0128 0.029900258 0.017960786819458008 0.8413548336029335
0129 0.029734671 0.021708011627197266 0.8409952832819229
0130 0.029824218 0.02357792854309082 0.8408040682439188
0131 0.02981063 0.019557952880859375 0.8411522903578369
0132 0.029837329 0.019092082977294922 0.84163725657819
0133 0.029778205 0.020325899124145508 0.8424789194565168
0134 0.029743934 0.020399093627929688 0.8423137447239886
0135 0.029855102 0.020933866500854492 0.8422763753841604
0136 0.02958965 0.01780080795288086 0.8428756356224458
0137 0.029769214 0.0224459171295166 0.8423429000757209
0138 0.029726673 0.019932031631469727 0.8423082747778887
0139 0.02964409 0.018970012664794922 0.842458559372885
0140 0.029599806 0.018501758575439453 0.8425250831873102
0141 0.029452134 0.021854877471923828 0.8425036836740016
0142 0.029512655 0.01907205581665039 0.8417852785148918
0143 0.02957201 0.017746925354003906 0.8417711922525244
0144 0.029660584 0.020863056182861328 0.8414423485722344
0145 0.029463265 0.02017378807067871 0.8411862095806241
0146 0.029597089 0.018291234970092773 0.8404440980014094
0147 0.029608572 0.020109891891479492 0.8408002073415313
0148 0.029691992 0.018779754638671875 0.8404291067741791
0149 0.029358182 0.018186330795288086 0.8408559077361842
0150 0.029346045 0.017941951751708984 0.840701690953065
0151 0.029498205 0.01962900161743164 0.8413497701390089
0152 0.029602695 0.020145893096923828 0.8413666730690232
0153 0.02939653 0.01777195930480957 0.8421926927683262
0154 0.02919561 0.018431901931762695 0.8426926568168306
0155 0.02932712 0.02032303810119629 0.8422944394223277
0156 0.029278846 0.018692970275878906 0.8419815141438288
0157 0.029328857 0.017360925674438477 0.8417006482414318
0158 0.029219188 0.018288135528564453 0.8402630773601929
0159 0.029165972 0.01967310905456543 0.8381488529448177
0160 0.029296901 0.018690824508666992 0.8370742267879152
0161 0.029209284 0.018477916717529297 0.8359555341457803
0162 0.029527307 0.017122745513916016 0.8348290570427874
0163 0.029181343 0.018883943557739258 0.8356747839151836
0164 0.029257935 0.017525196075439453 0.836226551300046
0165 0.029250802 0.016268014907836914 0.8369330572865769
0166 0.029114928 0.018523693084716797 0.8384257776278987
0167 0.029258963 0.017863988876342773 0.8409704909352269
0168 0.02915409 0.016649961471557617 0.8427953530764767
0169 0.029159727 0.01506495475769043 0.843885940984974
0170 0.029089095 0.0199587345123291 0.8421736430853024
0171 0.029057138 0.01805281639099121 0.8411538197581686
0172 0.02908871 0.017602920532226562 0.838999320641951
0173 0.029226419 0.016936302185058594 0.8365100961582368
0174 0.02899608 0.018435955047607422 0.8345893891766389
0175 0.02926723 0.0169980525970459 0.8336051840579445
0176 0.028939176 0.015016794204711914 0.8337498387670442
0177 0.028952558 0.016495227813720703 0.8331514302369072
0178 0.029081874 0.0168302059173584 0.8347104467155484
0179 0.02909583 0.01940298080444336 0.8363321900795642
0180 0.029019114 0.016164064407348633 0.8386488718496979
0181 0.028996773 0.016993999481201172 0.8377303736092547
0182 0.028969934 0.01803898811340332 0.8373005002657117
0183 0.029011182 0.018034934997558594 0.8352488362404309
0184 0.028900698 0.017335891723632812 0.8349289009026702
0185 0.029029112 0.017872095108032227 0.8337745030870471
0186 0.029068116 0.01771402359008789 0.8335133077854968
0187 0.029087499 0.018485069274902344 0.8327819814445607
0188 0.028967446 0.019065141677856445 0.8331465395394864
0189 0.028998785 0.018280982971191406 0.8344615150034924
0190 0.029041847 0.01914691925048828 0.8366095721980653
0191 0.028939575 0.018168926239013672 0.8384061046655115
0192 0.028956685 0.018572092056274414 0.839318434039267
0193 0.028926115 0.01656508445739746 0.839369150183794
0194 0.028893422 0.020680904388427734 0.8392221709334811
0195 0.028831357 0.019217729568481445 0.8375365629219953
0196 0.028911997 0.018308162689208984 0.8355305258391047
0197 0.028934387 0.01943492889404297 0.8342170085449258
0198 0.02899858 0.02073502540588379 0.831557345119206
0199 0.029022807 0.01729273796081543 0.8322042430318615
0200 0.028771585 0.018986225128173828 0.8315846122689884
0201 0.029065553 0.0198819637298584 0.8331585627627807
0202 0.029046115 0.018680095672607422 0.8347010519520337
0203 0.028892335 0.01748204231262207 0.8359681381121034
0204 0.028847206 0.02153491973876953 0.8390801351104052
0205 0.029002754 0.02005600929260254 0.8403480361310958
0206 0.028684586 0.01782369613647461 0.8393909382118196
0207 0.028786138 0.019381999969482422 0.8389734810963401
0208 0.028966587 0.02069091796875 0.8371657563017656
0209 0.028853405 0.017043113708496094 0.835149401888107
0210 0.028885018 0.019520998001098633 0.8346640049220377
0211 0.028701201 0.020795106887817383 0.8333376032770566
0212 0.028729707 0.018433809280395508 0.8301058280563256
0213 0.028841078 0.017043113708496094 0.8288845781277423
0214 0.0287898 0.020030975341796875 0.8291380661246923
0215 0.028899249 0.01869487762451172 0.8312014347797199
0216 0.028663505 0.0171811580657959 0.8330071288457661
0217 0.02871484 0.017469167709350586 0.8332601250977465
0218 0.028840225 0.02014303207397461 0.8348681346851511
0219 0.028779278 0.01827406883239746 0.8359713408497386
0220 0.028853806 0.019083738327026367 0.8359836651860031
0221 0.028708603 0.019022226333618164 0.835845340084425
0222 0.0288308 0.01684284210205078 0.8348012092583263
0223 0.028746184 0.016710281372070312 0.8346967289689302
0224 0.02875206 0.01713705062866211 0.8359117788712388
0225 0.02876557 0.019071102142333984 0.8335784019101969
0226 0.028756253 0.019166231155395508 0.8335439983936868
0227 0.02870668 0.015159130096435547 0.832680271250132
0228 0.028619492 0.016391277313232422 0.8326165226750917
0229 0.028516546 0.018043994903564453 0.8320705863613511
0230 0.028704997 0.016589879989624023 0.8307276980937687
0231 0.028681248 0.017045974731445312 0.830464158298636
0232 0.028696466 0.01542520523071289 0.8346362385427717
0233 0.028699962 0.01724720001220703 0.8363828807640266
0234 0.028755665 0.018253803253173828 0.8348764923977006
0235 0.028669132 0.01615285873413086 0.8341119129602161
0236 0.028598096 0.017383098602294922 0.8351928683811023
0237 0.028612291 0.016885042190551758 0.832114970855275
0238 0.028736742 0.019289016723632812 0.8293957421872349
0239 0.028642822 0.01744985580444336 0.8318831607560679
0240 0.02854247 0.01731109619140625 0.8331779626632517
0241 0.028803336 0.01751995086669922 0.8324590612679547
0242 0.02858723 0.0187070369720459 0.8366832550912063
0243 0.028558612 0.017920970916748047 0.8348481928945035
0244 0.028649911 0.016405820846557617 0.8320900881998692
0245 0.028612267 0.02088308334350586 0.8320224362499008
0246 0.02855676 0.017383098602294922 0.8340423125334407
0247 0.028629849 0.017302989959716797 0.8344983098230898
0248 0.028499257 0.019362926483154297 0.8369622003588059
0249 0.028458705 0.01880192756652832 0.8341263339046072
0250 0.02861163 0.016727685928344727 0.8305747410238209
0251 0.028620835 0.017338991165161133 0.8291838686863912
0252 0.028586734 0.018126964569091797 0.8294006826961287
0253 0.028481895 0.01806783676147461 0.8309759675627171
0254 0.02857073 0.016533851623535156 0.8356588634238183
0255 0.0284221 0.016698122024536133 0.8366528492330566
0256 0.028546032 0.01740121841430664 0.8356815666106424
0257 0.028569583 0.02145099639892578 0.8340082789692833
0258 0.028567588 0.018158912658691406 0.8329135077584905
0259 0.028436804 0.016606807708740234 0.8328495312935547
0260 0.028574737 0.01897120475769043 0.8327771090524392
0261 0.028601114 0.016180992126464844 0.8312981235299964
0262 0.028586417 0.017713069915771484 0.8354357013086539
0263 0.028514985 0.018108844757080078 0.8346190663243402
0264 0.028529549 0.017333984375 0.8355241147220175
0265 0.028352728 0.022552967071533203 0.8351766994639007
0266 0.028393857 0.017650127410888672 0.8308064467278709
0267 0.028404156 0.018199920654296875 0.8279930472591506
0268 0.028393632 0.020190954208374023 0.829485179574566
0269 0.028353125 0.019031047821044922 0.8312870564589934
0270 0.028457683 0.019228219985961914 0.8342014327399156
0271 0.028509362 0.02025771141052246 0.8310437353540404
0272 0.028397724 0.018503189086914062 0.8320405322034585
0273 0.02831535 0.018774986267089844 0.8314269030135168
0274 0.028498877 0.018098115921020508 0.8303457627649008
0275 0.028454468 0.018726825714111328 0.8297228714966444
0276 0.028327702 0.018659114837646484 0.8295641100423963
0277 0.028479178 0.019052982330322266 0.8306042455347682
0278 0.02831669 0.0172269344329834 0.8314610824891778
0279 0.028282922 0.019032001495361328 0.831318813123995
0280 0.028447825 0.01979804039001465 0.829421496664291
0281 0.028459491 0.0204620361328125 0.8285839689896505
0282 0.028464522 0.022044897079467773 0.8299162484421633
0283 0.028305292 0.020958900451660156 0.8306751298218116
0284 0.02841489 0.021521806716918945 0.8330651203637685
0285 0.028435936 0.01985907554626465 0.8324348096432653
0286 0.028307823 0.022938966751098633 0.8282414570532535
0287 0.02840446 0.02056288719177246 0.8257666095781635
0288 0.028349072 0.0207521915435791 0.8254920778690029
0289 0.028253514 0.022629976272583008 0.8278069182631604
0290 0.028430441 0.021580934524536133 0.8310117240304628
0291 0.02856071 0.01990985870361328 0.8337382504689634
0292 0.028185256 0.017862796783447266 0.831280802533994
0293 0.02831899 0.020174026489257812 0.8279223800374986
0294 0.02827439 0.020668983459472656 0.8224518944281038
0295 0.028353475 0.019734859466552734 0.8241483988435717
0296 0.028260447 0.01818084716796875 0.8263304619904959
0297 0.028275128 0.020811080932617188 0.8297009112286486
0298 0.0283591 0.018720149993896484 0.8294477486220604
0299 0.028419018 0.01762104034423828 0.8304650955724842
0300 0.028472152 0.016889095306396484 0.8287163586801378
0301 0.028218325 0.02038717269897461 0.8233844856401606
0302 0.028416187 0.01838827133178711 0.8255612615737538
0303 0.028298812 0.01931285858154297 0.8328358104696929
0304 0.028195705 0.016983985900878906 0.8343298518204412
0305 0.028237727 0.018019914627075195 0.8310342450989452
0306 0.028322754 0.022847890853881836 0.8257405735452672
0307 0.028312935 0.019248247146606445 0.8238608841599078
0308 0.02827087 0.01819324493408203 0.8257494529630144
0309 0.028270219 0.020009994506835938 0.8285375668878823
0310 0.028249845 0.018280029296875 0.8279753393430277
0311 0.028366234 0.017493009567260742 0.8287407608195692
0312 0.028276972 0.01749396324157715 0.8261880599185336
0313 0.028418 0.019591808319091797 0.8279690617969387
0314 0.02808005 0.019221067428588867 0.830756309834006
0315 0.028288858 0.017998933792114258 0.828372209002135
0316 0.028392069 0.017781972885131836 0.8263299754411059
0317 0.028220851 0.01868295669555664 0.8250882918815419
0318 0.028146492 0.021492958068847656 0.8288020430282831
0319 0.02829114 0.017824172973632812 0.8247259424522118
0320 0.028188653 0.017501354217529297 0.8251990627122757
0321 0.028190386 0.01938033103942871 0.8279788964020558
0322 0.02825205 0.018763065338134766 0.8207488372439669
0323 0.028173668 0.017544984817504883 0.8207653696778702
0324 0.028062996 0.017162084579467773 0.8223484138758834
0325 0.028218023 0.018037080764770508 0.8227266606845228
0326 0.028181097 0.020322799682617188 0.8239523242243629
0327 0.028304784 0.017168760299682617 0.821148822063988
0328 0.028265856 0.01905202865600586 0.8230980808281956
0329 0.028112903 0.020336151123046875 0.8229774324215005
0330 0.028097576 0.01978898048400879 0.819413742465853
0331 0.028265124 0.01797199249267578 0.8188697883957397
0332 0.02830375 0.019882917404174805 0.8188923554286249
0333 0.028088432 0.01950693130493164 0.8242315166126852
0334 0.028233673 0.019344091415405273 0.8219661091913885
0335 0.028191645 0.019242048263549805 0.826243789193293
0336 0.028042667 0.020110130310058594 0.817669880601028
0337 0.028034285 0.018732070922851562 0.8178124948988443
0338 0.028030837 0.01798701286315918 0.8119792854844707
0339 0.027937287 0.017876863479614258 0.8039241479627199
0340 0.028244853 0.0201568603515625 0.8000663879062093
0341 0.02815308 0.019187211990356445 0.8115109095178684
0342 0.027929047 0.017989158630371094 0.8165507590208181
0343 0.028067486 0.017644166946411133 0.809659687422817
0344 0.02800811 0.01960134506225586 0.800471301003599
0345 0.027830897 0.01902318000793457 0.7869991191568548
0346 0.027684594 0.01755380630493164 0.783422814124647
0347 0.027758896 0.01840686798095703 0.7835800545379316
0348 0.027778696 0.021075010299682617 0.7846430117957508
0349 0.02752716 0.0188751220703125 0.7841594876353921
0350 0.027595188 0.018379926681518555 0.7793120177918311
0351 0.027494501 0.021325111389160156 0.7680103998471837
0352 0.02746088 0.018241167068481445 0.754820315555065
0353 0.027700476 0.018126249313354492 0.734713907022088
0354 0.02732541 0.02022099494934082 0.7389477538701553
0355 0.02784454 0.019084930419921875 0.7265127288060425
0356 0.02740274 0.017904996871948242 0.7442869859747596
0357 0.02747547 0.01730489730834961 0.7524606179884148
0358 0.027507858 0.017949819564819336 0.7654352229717456
0359 0.027455825 0.020832061767578125 0.7432145721875351
0360 0.027169418 0.01885199546813965 0.7334045654916942
0361 0.027930673 0.017558813095092773 0.7146137915451243
0362 0.02735989 0.0190889835357666 0.7203860826959868
0363 0.027408129 0.019930124282836914 0.7327368439145434
0364 0.027262425 0.0188140869140625 0.7546673264780253
0365 0.026985612 0.019735097885131836 0.7301465960102791
0366 0.027203802 0.022485017776489258 0.7139037820393808
0367 0.027371839 0.023407936096191406 0.7106349222878912
0368 0.02741742 0.023631811141967773 0.7099965610777401
0369 0.027017225 0.02056407928466797 0.7186730136606391
0370 0.027042605 0.023074865341186523 0.7458787779583077
0371 0.027171038 0.020715951919555664 0.7458193613167406
0372 0.027177121 0.02127218246459961 0.7201624749034503
0373 0.026869323 0.018416166305541992 0.6877821434456978
0374 0.026926067 0.01953268051147461 0.6773382712891255
0375 0.02707506 0.019992828369140625 0.6798018652942307
0376 0.026760967 0.017742633819580078 0.7075737558964421
0377 0.02704319 0.017333030700683594 0.7365089835454746
0378 0.027056739 0.018997907638549805 0.7206425611057883
0379 0.026309166 0.01820206642150879 0.6875565614602567
0380 0.027167842 0.01739978790283203 0.6394226674398114
0381 0.026607465 0.017206192016601562 0.6549478526038511
0382 0.026538838 0.01911306381225586 0.6707032372533555
0383 0.026560875 0.020014047622680664 0.6889728486822373
0384 0.026491754 0.01905202865600586 0.6802470197667758
0385 0.026320709 0.02837204933166504 0.6710413473948993
0386 0.026355345 0.022927045822143555 0.6385818456004373
0387 0.026406595 0.01996302604675293 0.6337124910150703
0388 0.026178189 0.017689228057861328 0.6163128695809307
0389 0.026195424 0.020891189575195312 0.6682516311428823
0390 0.026071899 0.020234107971191406 0.6510139943220663
0391 0.025639154 0.018233060836791992 0.6001185392710089
0392 0.025410889 0.019392967224121094 0.579048251043617
0393 0.025499497 0.02108907699584961 0.5890393473767523
0394 0.025236987 0.021543264389038086 0.5808896659714462
0395 0.02505529 0.0215299129486084 0.592462965616867
0396 0.024965933 0.019120216369628906 0.565910292228309
0397 0.024669554 0.020055055618286133 0.4967149374571348
0398 0.02390753 0.01624894142150879 0.49753102991246817
0399 0.02404598 0.016967296600341797 0.5195842326161588
0400 0.023761014 0.017117023468017578 0.4610685333339987
0401 0.024015214 0.017390966415405273 0.4448970785935947
0402 0.023464387 0.018722057342529297 0.4668058953408883
0403 0.023439057 0.017752885818481445 0.45583499491399077
0404 0.023343353 0.01719188690185547 0.3626457011742292
0405 0.02295145 0.017544984817504883 0.35729809306811683
0406 0.022817306 0.017828941345214844 0.3983966363686071
0407 0.022996306 0.016413211822509766 0.4312667741188725
0408 0.02237624 0.0185549259185791 0.3119916773966253
0409 0.022656627 0.017534971237182617 0.27396510909095123
0410 0.022546068 0.017274856567382812 0.3521504075688065
0411 0.02224494 0.014710187911987305 0.34947174923948165
0412 0.021997638 0.01623821258544922 0.2936325730043784
0413 0.021820975 0.01879405975341797 0.2731952879936414
0414 0.021842096 0.01723504066467285 0.31297431823968397
0415 0.02165584 0.017689228057861328 0.3484953655410346
0416 0.022413 0.016031980514526367 0.2010192504575432
0417 0.021445258 0.016950130462646484 0.27419594236854744
0418 0.021468569 0.017047882080078125 0.31258168737215974
0419 0.021369271 0.01728224754333496 0.2929732957198402
0420 0.021878937 0.018353939056396484 0.19518706606932296
0421 0.021257274 0.018079042434692383 0.2292716836498651
0422 0.021806153 0.016432762145996094 0.3694054343538303
0423 0.021015987 0.01655888557434082 0.2216056470108766
0424 0.020654257 0.0176849365234375 0.2110733982725153
0425 0.020641135 0.016643047332763672 0.22980784680792254
0426 0.020755928 0.01650404930114746 0.21114335390484829
0427 0.020883474 0.016627073287963867 0.26825404546473886
0428 0.020893343 0.015352010726928711 0.2515147432768443
0429 0.021323852 0.018105030059814453 0.18910126968449315
0430 0.020549256 0.019374847412109375 0.20828145207290133
0431 0.021011107 0.0172421932220459 0.2947385882566767
0432 0.020744383 0.019982099533081055 0.22770257885289402
0433 0.020873878 0.01683497428894043 0.14806726067952752
0434 0.020307401 0.017167091369628906 0.1952195033496537
0435 0.020948589 0.018072843551635742 0.29257406201582226
0436 0.020517189 0.016885995864868164 0.1552852860681191
0437 0.02026014 0.016595125198364258 0.20576385175996104
0438 0.019914797 0.016628026962280273 0.1770447648007838
0439 0.019949682 0.015121221542358398 0.20950330599152783
0440 0.020560699 0.017030000686645508 0.22733189047590763
0441 0.020852398 0.017879962921142578 0.11049353219696118
0442 0.019993959 0.018501996994018555 0.1837666246659383
0443 0.019864872 0.019359111785888672 0.21677157780003736
0444 0.019806895 0.018737077713012695 0.13858402480882415
0445 0.019861873 0.016339778900146484 0.23846191916007076
0446 0.02022424 0.019102811813354492 0.12448944545725782
0447 0.02070049 0.018208980560302734 0.23582530248719935
0448 0.01954254 0.018062829971313477 0.13368562282054947
0449 0.019997837 0.0177457332611084 0.1201822197147242
0450 0.019736044 0.020061969757080078 0.1984068145519367
0451 0.020128269 0.020792722702026367 0.2509949408193522
0452 0.019644577 0.019210100173950195 0.13122085105535874
0453 0.021348406 0.01983809471130371 0.0891048951029243
0454 0.019260913 0.01921701431274414 0.1270294727090185
0455 0.020314328 0.01687312126159668 0.2715641348945579
0456 0.020026121 0.017000913619995117 0.18938649324149226
0457 0.01990223 0.0190279483795166 0.08397245234620376
0458 0.019805398 0.01871013641357422 0.118549993139345
0459 0.019196019 0.019184112548828125 0.15184847413487979
0460 0.02011769 0.02096414566040039 0.2610711474951665
0461 0.018844321 0.022252798080444336 0.09784357330852478
0462 0.020387525 0.021593093872070312 0.06367346825457387
0463 0.019383073 0.04048490524291992 0.17013739059492267
0464 0.019549586 0.0271759033203125 0.18524970990466016
0465 0.019157132 0.019495725631713867 0.1772443918465108
0466 0.01938672 0.01899099349975586 0.11820835664671203
0467 0.020201232 0.022539138793945312 0.07196946376122959
0468 0.019180339 0.01816272735595703 0.13518326351891008
0469 0.020362578 0.02251124382019043 0.304037929852274
0470 0.01878374 0.0212252140045166 0.14916504093909416
0471 0.020118745 0.025682926177978516 0.058115942759413786
0472 0.01918288 0.019320011138916016 0.06733909577387642
0473 0.019222267 0.020411968231201172 0.1769925074547012
0474 0.019718008 0.021439075469970703 0.26827667832676955
0475 0.018869538 0.021205902099609375 0.09077128738547047
0476 0.01949986 0.02015995979309082 0.06305848461089769
0477 0.0187377 0.019015073776245117 0.09835273268735145
0478 0.019242672 0.019694089889526367 0.20350043299157866
0479 0.018608063 0.026470184326171875 0.1231402419266161
0480 0.019315163 0.021770954132080078 0.12760819669307627
0481 0.01898412 0.018249988555908203 0.10215586417801736
0482 0.018404212 0.021949052810668945 0.1119341142987067
0483 0.018357234 0.02354574203491211 0.12292678120379041
0484 0.019029178 0.023717164993286133 0.0953479636102379
0485 0.018736312 0.024837017059326172 0.1604551741317894
0486 0.019607104 0.022877216339111328 0.08157859281592716
0487 0.019133853 0.024277210235595703 0.09681093692902826
0488 0.019191965 0.01823902130126953 0.2153817819020742
0489 0.018735847 0.02098822593688965 0.14440031502598338
0490 0.018299188 0.022121906280517578 0.07137433436762008
0491 0.018393032 0.023072004318237305 0.05664925558668443
0492 0.018951131 0.02025604248046875 0.17916791087322448
0493 0.01914818 0.018900156021118164 0.20781007153968328
0494 0.020021548 0.026068925857543945 0.08010727441277621
0495 0.01964093 0.023904085159301758 0.051706927922057444
0496 0.019123333 0.025554895401000977 0.08511498679966634
0497 0.01929092 0.026462078094482422 0.22942419162620736
0498 0.019400332 0.024964094161987305 0.18842940760668825
0499 0.018577725 0.02172708511352539 0.11712240278305669
0500 0.018605432 0.019712209701538086 0.0597660450855626
0501 0.018781837 0.024685144424438477 0.061992521144758506
0502 0.018137246 0.021117210388183594 0.11998070174860215
0503 0.018444285 0.020946264266967773 0.15942032683567242
0504 0.018545434 0.01983165740966797 0.16118778554822588
0505 0.01946611 0.023422956466674805 0.05362997554391025
0506 0.019632857 0.0214841365814209 0.06278790954817892
0507 0.018473407 0.030109882354736328 0.13887702637122112
0508 0.019054292 0.02635979652404785 0.16963718590887733
0509 0.018891029 0.02622199058532715 0.19082676068760923
0510 0.018896421 0.024235010147094727 0.06238441077509288
0511 0.01899232 0.026255130767822266 0.06555839419252485
0512 0.018112691 0.020483732223510742 0.058269585373515564
0513 0.01790442 0.02492523193359375 0.1250167981818323
0514 0.019034373 0.022919893264770508 0.19287093820147388
